usr;condition;sentence;f/s;duration;amplitude
005;va;1;f;283.0;0
005;va;1;f;233.3;0
005;va;1;f;382.7;0
005;va;1;f;83.6;0
005;va;1;f;183.2;0
005;va;1;f;99.7;0
005;va;1;f;84.7;0
005;va;1;f;133.3;0
005;va;1;f;181.9;0
005;va;1;f;99.6;0
005;va;1;f;199.7;0
005;va;1;f;82.2;0
005;va;1;f;82.9;0
005;va;1;f;82.8;0
005;va;1;f;117.0;0
005;va;1;f;100.0;0
005;va;1;f;233.2;0
005;va;1;f;83.6;0
005;va;1;s;50.2;-0.302
005;va;1;s;99.9;-6.328
005;va;1;s;98.5;1.612
005;va;1;s;67.0;3.356
005;va;1;s;50.7;0.164
005;va;1;s;49.3;-0.046
005;va;1;s;48.9;-0.597
005;va;1;s;82.5;2.237
005;va;1;s;150.4;4.145
005;va;1;s;82.6;1.603
005;va;1;s;116.3;2.986
005;va;1;s;84.7;3.394
005;va;1;s;66.6;2.404
005;va;1;s;49.8;1.028
005;va;1;s;134.3;4.763
005;va;1;s;66.6;1.043
005;va;1;s;100.4;-13.103
005;va;1;s;150.2;10.895
005;va;1;s;67.0;1.557
005;va;1;s;50.1;0.551
005;va;1;s;150.7;-12.342
005;va;2;f;332.9;0
005;va;2;f;199.4;0
005;va;2;f;99.9;0
005;va;2;f;116.0;0
005;va;2;f;99.7;0
005;va;2;f;133.2;0
005;va;2;f;133.5;0
005;va;2;f;100.3;0
005;va;2;f;133.6;0
005;va;2;f;83.0;0
005;va;2;f;217.3;0
005;va;2;f;116.8;0
005;va;2;f;199.4;0
005;va;2;f;82.8;0
005;va;2;f;199.8;0
005;va;2;s;49.4;1.576
005;va;2;s;84.1;3.831
005;va;2;s;66.5;1.302
005;va;2;s;50.4;0.461
005;va;2;s;99.7;-2.759
005;va;2;s;116.0;-2.168
005;va;2;s;66.6;2.474
005;va;2;s;99.7;5.451
005;va;2;s;66.7;2.202
005;va;2;s;50.5;0.505
005;va;2;s;50.3;-0.425
005;va;2;s;66.8;-1.429
005;va;2;s;50.6;1.298
005;va;2;s;50.5;0.382
005;va;2;s;83.5;3.636
005;va;2;s;66.3;1.572
005;va;2;s;50.2;1.208
005;va;2;s;67.0;2.855
005;va;2;s;49.6;0.87
005;va;2;s;150.9;-15.574
005;va;2;s;50.4;-0.791
005;va;2;s;133.5;3.404
005;va;2;s;167.0;12.199
005;va;2;s;183.2;-13.871
005;va;2;s;50.2;1.568
005;va;3;f;115.7;0
005;va;3;f;382.6;0
005;va;3;f;249.1;0
005;va;3;f;166.0;0
005;va;3;f;117.1;0
005;va;3;f;116.8;0
005;va;3;f;199.9;0
005;va;3;f;281.7;0
005;va;3;f;99.4;0
005;va;3;f;182.7;0
005;va;3;f;199.8;0
005;va;3;f;349.4;0
005;va;3;f;117.1;0
005;va;3;f;299.6;0
005;va;3;s;250.6;2.156
005;va;3;s;67.0;3.036
005;va;3;s;66.5;-0.808
005;va;3;s;116.0;3.142
005;va;3;s;50.6;0.71
005;va;3;s;50.6;0.753
005;va;3;s;82.8;3.004
005;va;3;s;66.6;2.19
005;va;3;s;50.2;-0.824
005;va;3;s;149.2;3.875
005;va;3;s;134.2;4.041
005;va;3;s;66.9;1.693
005;va;3;s;99.8;2.554
005;va;3;s;82.7;-2.716
005;va;3;s;116.0;3.82
005;va;3;s;50.2;-5.73
005;va;3;s;66.4;-2.868
005;va;3;s;66.6;0.958
005;va;4;f;117.4;0
005;va;4;f;166.9;0
005;va;4;f;165.4;0
005;va;4;f;116.8;0
005;va;4;f;181.6;0
005;va;4;f;100.0;0
005;va;4;f;148.9;0
005;va;4;f;266.5;0
005;va;4;f;98.8;0
005;va;4;f;82.8;0
005;va;4;f;349.1;0
005;va;4;s;50.5;-0.752
005;va;4;s;133.0;5.288
005;va;4;s;50.5;0.841
005;va;4;s;134.4;8.516
005;va;4;s;99.6;-5.32
005;va;4;s;100.0;-2.17
005;va;4;s;133.1;5.414
005;va;4;s;66.7;1.588
005;va;4;s;83.8;4.185
005;va;4;s;50.4;-10.129
005;va;4;s;83.8;-3.254
005;va;4;s;134.3;3.507
005;va;4;s;66.6;1.773
005;va;4;s;50.7;1.552
005;va;6;f;182.9;0
005;va;6;f;133.2;0
005;va;6;f;316.0;0
005;va;6;f;166.2;0
005;va;6;f;183.1;0
005;va;6;f;149.8;0
005;va;6;f;216.6;0
005;va;6;f;249.5;0
005;va;6;f;216.8;0
005;va;6;f;199.8;0
005;va;6;f;82.8;0
005;va;6;f;83.2;0
005;va;6;f;165.4;0
005;va;6;f;166.4;0
005;va;6;f;149.3;0
005;va;6;f;133.4;0
005;va;6;f;166.4;0
005;va;6;f;83.5;0
005;va;6;f;398.5;0
005;va;6;s;83.7;-3.181
005;va;6;s;66.6;-4.122
005;va;6;s;50.1;1.503
005;va;6;s;234.1;0.856
005;va;6;s;50.3;-0.948
005;va;6;s;50.6;0.608
005;va;6;s;66.6;-1.476
005;va;6;s;83.2;2.173
005;va;6;s;66.4;1.341
005;va;6;s;133.2;4.879
005;va;6;s;66.6;1.921
005;va;6;s;116.4;3.156
005;va;6;s;50.6;0.69
005;va;6;s;132.8;4.036
005;va;6;s;133.1;4.067
005;va;6;s;50.4;1.079
005;va;6;s;100.5;-14.169
005;va;6;s;66.7;1.806
005;va;6;s;50.4;1.006
005;va;6;s;134.4;10.897
005;va;6;s;216.3;-1.769
005;va;6;s;83.3;-12.108
005;va;6;s;149.4;15.122
005;va;6;s;136.0;-15.649
005;va;6;s;66.5;2.546
005;va;6;s;50.6;1.096
005;va;6;s;316.0;1.277
005;va;6;s;49.4;-0.552
005;va;6;s;32.9;-0.941
005;va;7;f;333.7;0
005;va;7;f;166.8;0
005;va;7;f;117.0;0
005;va;7;f;82.9;0
005;va;7;f;249.5;0
005;va;7;f;133.3;0
005;va;7;f;399.4;0
005;va;7;f;99.9;0
005;va;7;f;133.2;0
005;va;7;f;117.2;0
005;va;7;f;149.1;0
005;va;7;f;83.6;0
005;va;7;f;117.1;0
005;va;7;f;133.3;0
005;va;7;f;233.0;0
005;va;7;f;200.1;0
005;va;7;f;133.0;0
005;va;7;s;83.4;-0.931
005;va;7;s;49.4;-0.682
005;va;7;s;82.8;2.836
005;va;7;s;66.6;-2.375
005;va;7;s;100.0;2.33
005;va;7;s;49.2;-1.256
005;va;7;s;66.6;1.877
005;va;7;s;50.3;0.386
005;va;7;s;66.6;2.386
005;va;7;s;66.7;2.775
005;va;7;s;50.7;0.851
005;va;7;s;50.6;1.287
005;va;7;s;66.4;2.639
005;va;7;s;50.6;1.561
005;va;7;s;133.2;4.849
005;va;7;s;49.2;0.934
005;va;7;s;49.4;0.658
005;va;7;s;83.7;3.012
005;va;7;s;116.3;-5.171
005;va;7;s;115.5;5.47
005;va;7;s;100.4;-14.843
005;va;7;s;49.2;1.636
005;va;7;s;47.8;0.736
005;va;7;s;50.1;1.296
005;va;8;f;115.9;0
005;va;8;f;149.0;0
005;va;8;f;131.9;0
005;va;8;f;166.6;0
005;va;8;f;215.7;0
005;va;8;f;199.4;0
005;va;8;f;82.3;0
005;va;8;f;182.6;0
005;va;8;f;99.8;0
005;va;8;s;50.5;-1.078
005;va;8;s;216.9;2.507
005;va;8;s;150.1;-1.961
005;va;8;s;66.7;2.516
005;va;8;s;50.7;1.226
005;va;8;s;67.9;1.335
005;va;8;s;49.4;0.845
005;va;8;s;84.3;1.274
005;va;8;s;66.6;1.585
005;va;8;s;116.1;4.46
005;va;8;s;100.0;3.071
005;va;8;s;50.2;1.79
005;va;8;s;149.3;-10.751
005;va;8;s;49.2;0.343
005;va;10;f;150.5;0
005;va;10;f;166.3;0
005;va;10;f;183.8;0
005;va;10;f;166.2;0
005;va;10;f;182.0;0
005;va;10;f;83.3;0
005;va;10;f;232.2;0
005;va;10;f;117.4;0
005;va;10;f;115.9;0
005;va;10;f;266.0;0
005;va;10;f;132.9;0
005;va;10;f;266.2;0
005;va;10;s;66.7;-1.236
005;va;10;s;115.9;2.797
005;va;10;s;66.5;1.773
005;va;10;s;166.7;9.391
005;va;10;s;150.4;-9.452
005;va;10;s;66.6;-1.561
005;va;10;s;66.6;1.714
005;va;10;s;49.0;0.809
005;va;10;s;49.6;0.463
005;va;10;s;133.8;4.565
005;va;10;s;49.8;1.15
005;va;10;s;134.0;4.771
005;va;10;s;50.4;1.159
005;va;10;s;83.9;2.567
005;va;10;s;150.6;5.368
005;va;10;s;50.3;0.654
005;va;10;s;149.2;-12.412
005;va;10;s;67.1;11.326
005;va;10;s;66.8;0.209
005;va;10;s;100.4;-10.866
005;va;10;s;285.1;-0.784
005;va;11;f;133.4;0
005;va;11;f;83.8;0
005;va;11;f;333.0;0
005;va;11;f;200.2;0
005;va;11;f;149.3;0
005;va;11;f;199.9;0
005;va;11;f;149.0;0
005;va;11;f;233.1;0
005;va;11;f;84.2;0
005;va;11;f;182.0;0
005;va;11;f;166.3;0
005;va;11;f;149.1;0
005;va;11;f;82.6;0
005;va;11;f;99.7;0
005;va;11;s;117.3;-13.817
005;va;11;s;50.9;1.225
005;va;11;s;233.6;-3.324
005;va;11;s;66.6;2.044
005;va;11;s;50.5;0.841
005;va;11;s;99.9;2.954
005;va;11;s;66.6;1.802
005;va;11;s;50.8;0.698
005;va;11;s;66.6;2.401
005;va;11;s;115.9;3.248
005;va;11;s;66.9;1.57
005;va;11;s;50.5;0.505
005;va;11;s;150.4;0.448
005;va;11;s;83.2;1.758
005;va;11;s;84.0;1.72
005;va;11;s;66.6;1.37
005;va;11;s;84.7;-15.105
005;va;11;s;84.2;1.973
005;va;11;s;84.0;1.857
005;va;11;s;66.6;-2.809
005;va;11;s;99.9;3.241
005;va;11;s;83.1;1.498
005;va;13;f;149.2;0
005;va;13;f;116.2;0
005;va;13;f;99.9;0
005;va;13;f;381.6;0
005;va;13;f;183.1;0
005;va;13;f;133.1;0
005;va;13;f;132.6;0
005;va;13;f;100.2;0
005;va;13;f;216.9;0
005;va;13;f;81.8;0
005;va;13;f;200.1;0
005;va;13;f;132.5;0
005;va;13;f;299.7;0
005;va;13;f;99.7;0
005;va;13;f;166.1;0
005;va;13;f;214.6;0
005;va;13;f;83.3;0
005;va;13;s;117.5;-6.182
005;va;13;s;50.6;-1.193
005;va;13;s;49.3;0.318
005;va;13;s;50.4;0.931
005;va;13;s;85.0;1.833
005;va;13;s;50.6;0.979
005;va;13;s;84.1;3.356
005;va;13;s;66.3;2.813
005;va;13;s;50.3;0.579
005;va;13;s;50.3;0.953
005;va;13;s;50.2;-0.673
005;va;13;s;133.6;4.662
005;va;13;s;50.0;0.761
005;va;13;s;134.2;4.906
005;va;13;s;50.8;-0.596
005;va;13;s;166.7;-13.749
005;va;13;s;116.6;4.681
005;va;13;s;50.5;1.385
005;va;14;f;315.7;0
005;va;14;f;99.4;0
005;va;14;f;182.8;0
005;va;14;f;166.5;0
005;va;14;f;82.6;0
005;va;14;f;133.2;0
005;va;14;f;98.8;0
005;va;14;f;149.6;0
005;va;14;f;83.4;0
005;va;14;f;116.4;0
005;va;14;f;116.9;0
005;va;14;f;166.5;0
005;va;14;f;199.8;0
005;va;14;f;99.6;0
005;va;14;f;166.2;0
005;va;14;f;266.4;0
005;va;14;f;133.2;0
005;va;14;f;99.9;0
005;va;14;f;117.0;0
005;va;14;s;150.5;-11.385
005;va;14;s;66.8;-3.252
005;va;14;s;149.8;17.852
005;va;14;s;117.7;-18.654
005;va;14;s;250.6;0.637
005;va;14;s;117.3;3.919
005;va;14;s;99.8;2.229
005;va;14;s;66.9;1.269
005;va;14;s;134.5;4.454
005;va;14;s;50.4;1.32
005;va;14;s;66.7;-1.281
005;va;14;s;66.3;1.859
005;va;14;s;116.4;4.2
005;va;14;s;83.8;4.035
005;va;14;s;50.5;0.794
005;va;14;s;100.4;-16.762
005;va;14;s;66.8;1.558
