usr;condition;sentence;f/s;duration;amplitude
023;va;1;f;249.6;0
023;va;1;f;100.6;0
023;va;1;f;150.0;0
023;va;1;f;149.6;0
023;va;1;f;116.9;0
023;va;1;f;116.0;0
023;va;1;f;317.1;0
023;va;1;f;251.3;0
023;va;1;f;148.2;0
023;va;1;f;205.2;0
023;va;1;f;133.1;0
023;va;1;f;84.8;0
023;va;1;f;132.5;0
023;va;1;f;217.0;0
023;va;1;f;166.6;0
023;va;1;s;48.2;-0.744
023;va;1;s;234.4;8.283
023;va;1;s;82.5;4.088
023;va;1;s;67.0;2.457
023;va;1;s;50.4;-3.189
023;va;1;s;83.7;6.286
023;va;1;s;50.4;1.41
023;va;1;s;65.2;3.32
023;va;1;s;47.8;2.868
023;va;1;s;64.7;3.213
023;va;1;s;50.0;2.56
023;va;1;s;49.3;6.167
023;va;1;s;48.3;0.63
023;va;1;s;83.6;2.309
023;va;1;s;48.4;-9.564
023;va;1;s;68.5;-2.551
023;va;1;s;65.7;-2.586
023;va;1;s;116.3;0.74
023;va;1;s;116.0;3.9
023;va;1;s;234.5;9.969
023;va;1;s;133.6;10.887
023;va;1;s;150.2;-20.844
023;va;1;s;66.7;-2.571
023;va;2;f;150.2;0
023;va;2;f;149.5;0
023;va;2;f;133.7;0
023;va;2;f;83.0;0
023;va;2;f;233.1;0
023;va;2;f;166.4;0
023;va;2;f;116.6;0
023;va;2;f;116.6;0
023;va;2;f;299.9;0
023;va;2;f;282.9;0
023;va;2;f;133.3;0
023;va;2;f;216.7;0
023;va;2;f;133.1;0
023;va;2;f;149.4;0
023;va;2;f;83.5;0
023;va;2;f;166.3;0
023;va;2;f;216.7;0
023;va;2;f;214.1;0
023;va;2;f;150.2;0
023;va;2;f;133.4;0
023;va;2;f;116.6;0
023;va;2;f;233.3;0
023;va;2;f;282.9;0
023;va;2;s;66.6;-1.44
023;va;2;s;49.6;2.325
023;va;2;s;66.3;5.388
023;va;2;s;49.4;1.479
023;va;2;s;66.3;-2.494
023;va;2;s;66.7;2.739
023;va;2;s;50.4;1.09
023;va;2;s;83.2;3.044
023;va;2;s;83.3;4.601
023;va;2;s;49.8;2.583
023;va;2;s;49.9;1.608
023;va;2;s;66.5;2.153
023;va;2;s;66.9;-1.794
023;va;2;s;49.9;5.853
023;va;2;s;50.0;3.404
023;va;2;s;116.1;5.208
023;va;2;s;50.0;1.503
023;va;2;s;150.0;-27.668
023;va;2;s;49.2;-2.39
023;va;2;s;66.8;5.922
023;va;2;s;83.0;6.854
023;va;2;s;84.8;-0.931
023;va;2;s;50.2;-1.083
023;va;2;s;49.6;1.945
023;va;2;s;116.7;-8.564
023;va;2;s;49.8;8.264
023;va;4;f;182.1;0
023;va;4;f;182.5;0
023;va;4;f;166.6;0
023;va;4;f;117.1;0
023;va;4;f;199.8;0
023;va;4;f;133.1;0
023;va;4;f;249.2;0
023;va;4;f;166.7;0
023;va;4;f;133.3;0
023;va;4;f;99.9;0
023;va;4;f;216.7;0
023;va;4;f;182.7;0
023;va;4;f;149.6;0
023;va;4;f;200.0;0
023;va;4;f;149.9;0
023;va;4;f;166.5;0
023;va;4;f;249.9;0
023;va;4;f;199.7;0
023;va;4;f;149.7;0
023;va;4;f;516.7;0
023;va;4;f;150.4;0
023;va;4;s;50.9;-2.687
023;va;4;s;50.6;-1.195
023;va;4;s;100.6;7.052
023;va;4;s;50.3;3.381
023;va;4;s;82.5;-3.018
023;va;4;s;49.6;-1.73
023;va;4;s;49.5;4.302
023;va;4;s;66.8;2.442
023;va;4;s;66.3;3.028
023;va;4;s;100.2;-4.804
023;va;4;s;117.3;10.815
023;va;4;s;66.8;4.58
023;va;4;s;50.0;0.837
023;va;4;s;50.4;5.744
023;va;4;s;83.2;4.851
023;va;4;s;50.2;2.732
023;va;4;s;150.1;-29.141
023;va;4;s;50.1;-2.379
023;va;4;s;50.3;4.1
023;va;4;s;66.8;8.262
023;va;4;s;50.4;-3.666
023;va;4;s;50.1;-0.705
023;va;4;s;66.7;6.038
023;va;4;s;50.0;-0.824
023;va;4;s;99.7;7.538
023;va;4;s;50.1;-1.816
023;va;4;s;83.8;2.657
023;va;4;s;49.4;-2.885
023;va;5;f;216.4;0
023;va;5;f;200.0;0
023;va;5;f;583.4;0
023;va;5;f;99.7;0
023;va;5;f;149.5;0
023;va;5;f;266.2;0
023;va;5;f;149.5;0
023;va;5;f;183.2;0
023;va;5;f;133.4;0
023;va;5;f;116.7;0
023;va;5;f;82.2;0
023;va;5;f;84.2;0
023;va;5;f;149.3;0
023;va;5;f;133.3;0
023;va;5;f;266.7;0
023;va;5;f;99.3;0
023;va;5;f;150.3;0
023;va;5;f;199.3;0
023;va;5;f;483.4;0
023;va;5;s;49.8;-1.174
023;va;5;s;49.3;-1.309
023;va;5;s;82.8;5.411
023;va;5;s;83.4;-2.531
023;va;5;s;82.6;5.646
023;va;5;s;49.7;-1.672
023;va;5;s;66.5;7.196
023;va;5;s;50.0;2.437
023;va;5;s;83.1;5.045
023;va;5;s;66.8;4.883
023;va;5;s;49.9;-1.474
023;va;5;s;83.1;-3.952
023;va;5;s;133.0;7.936
023;va;5;s;133.8;4.878
023;va;5;s;66.3;2.15
023;va;5;s;49.8;1.498
023;va;5;s;82.7;4.375
023;va;5;s;66.6;3.707
023;va;5;s;50.3;0.974
023;va;5;s;133.4;-25.239
023;va;5;s;49.1;-1.311
023;va;5;s;50.7;1.014
023;va;5;s;149.5;-11.977
023;va;5;s;133.1;-8.984
023;va;5;s;49.0;0.658
023;va;5;s;100.2;6.274
023;va;5;s;51.2;-1.731
023;va;5;s;49.4;2.798
023;va;6;f;84.1;0
023;va;6;f;182.3;0
023;va;6;f;232.9;0
023;va;6;f;149.6;0
023;va;6;f;166.5;0
023;va;6;f;233.1;0
023;va;6;f;117.2;0
023;va;6;f;166.9;0
023;va;6;f;99.3;0
023;va;6;f;199.4;0
023;va;6;f;115.9;0
023;va;6;f;183.5;0
023;va;6;f;249.5;0
023;va;6;f;233.0;0
023;va;6;f;283.7;0
023;va;6;f;132.8;0
023;va;6;f;166.7;0
023;va;6;f;448.8;0
023;va;6;f;166.9;0
023;va;6;f;199.8;0
023;va;6;f;316.8;0
023;va;6;s;66.5;-1.398
023;va;6;s;66.5;4.357
023;va;6;s;66.9;-2.934
023;va;6;s;66.6;3.588
023;va;6;s;66.5;4.137
023;va;6;s;50.7;1.435
023;va;6;s;49.5;6.288
023;va;6;s;49.9;-2.934
023;va;6;s;49.9;8.005
