usr;condition;sentence;f/s;duration;amplitude
005;vs;1;f;133.1;0
005;vs;1;f;115.5;0
005;vs;1;f;166.9;0
005;vs;1;f;233.2;0
005;vs;1;f;199.9;0
005;vs;1;f;433.0;0
005;vs;1;f;100.3;0
005;vs;1;f;99.6;0
005;vs;1;f;149.3;0
005;vs;1;f;184.1;0
005;vs;1;f;83.5;0
005;vs;1;f;133.3;0
005;vs;1;f;149.0;0
005;vs;1;f;82.3;0
005;vs;1;f;799.7;0
005;vs;1;f;249.0;0
005;vs;1;s;66.2;-2.455
005;vs;1;s;49.5;-1.007
005;vs;1;s;84.1;-3.616
005;vs;1;s;49.4;2.041
005;vs;1;s;84.2;9.476
005;vs;1;s;50.4;-3.132
005;vs;1;s;83.0;-3.894
005;vs;1;s;66.7;1.424
005;vs;1;s;66.6;1.261
005;vs;1;s;50.8;-3.791
005;vs;1;s;50.5;1.285
005;vs;1;s;50.7;0.944
005;vs;1;s;66.4;2.674
005;vs;1;s;99.8;3.713
005;vs;1;s;100.3;3.302
005;vs;1;s;48.9;-0.757
005;vs;1;s;118.4;4.747
005;vs;1;s;116.3;3.613
005;vs;1;s;82.7;2.055
005;vs;1;s;133.2;5.158
005;vs;1;s;149.4;-14.593
005;vs;1;s;50.8;0.349
005;vs;2;f;133.4;0
005;vs;2;f;166.0;0
005;vs;2;f;100.0;0
005;vs;2;f;133.2;0
005;vs;2;f;148.5;0
005;vs;2;f;133.2;0
005;vs;2;f;183.7;0
005;vs;2;f;82.1;0
005;vs;2;f;132.3;0
005;vs;2;s;115.7;3.071
005;vs;2;s;49.0;1.467
005;vs;2;s;67.1;1.835
005;vs;2;s;66.7;1.685
005;vs;2;s;67.0;1.761
005;vs;2;s;133.2;5.06
005;vs;2;s;50.6;1.183
005;vs;2;s;66.7;1.867
005;vs;2;s;50.9;0.889
005;vs;2;s;66.9;1.52
005;vs;2;s;50.0;-4.479
005;vs;2;s;84.1;-1.055
005;vs;2;s;50.6;-1.539
005;vs;2;s;132.1;4.578
005;vs;2;s;50.8;0.824
005;vs;3;f;266.4;0
005;vs;3;f;84.0;0
005;vs;3;f;149.3;0
005;vs;3;f;117.1;0
005;vs;3;f;115.8;0
005;vs;3;f;133.1;0
005;vs;3;f;149.0;0
005;vs;3;f;98.9;0
005;vs;3;f;82.6;0
005;vs;3;f;133.2;0
005;vs;3;f;115.9;0
005;vs;3;f;100.0;0
005;vs;3;f;82.9;0
005;vs;3;f;132.8;0
005;vs;3;f;133.0;0
005;vs;3;s;150.6;-13.706
005;vs;3;s;49.2;-1.334
005;vs;3;s;66.6;2.319
005;vs;3;s;66.7;2.439
005;vs;3;s;66.6;1.42
005;vs;3;s;100.0;4.148
005;vs;3;s;66.8;2.512
005;vs;3;s;99.8;3.302
005;vs;3;s;101.2;4.022
005;vs;3;s;66.6;2.882
005;vs;3;s;49.4;0.948
005;vs;3;s;100.6;-14.896
005;vs;3;s;66.7;-0.741
005;vs;3;s;100.1;2.457
005;vs;3;s;66.7;-1.727
005;vs;3;s;483.4;0.768
005;vs;3;s;50.5;-0.78
005;vs;3;s;50.5;-0.595
005;vs;3;s;66.5;1.845
005;vs;3;s;50.6;0.718
005;vs;3;s;66.9;1.278
005;vs;4;f;217.4;0
005;vs;4;f;133.4;0
