19829.8;1614.39;691.54
19846.2;1614.26;692.09
19863;1615.15;691.03
19879.5;1616.28;688.06
19896;1616.87;687.05
19912.5;1617.41;686.56
19929.6;1147.4;599.51
19946.1;1100.51;590.62
19963.1;1067.82;583.85
19979.3;1031.26;578.74
19996.5;1030.77;580.75
20012.6;1030.22;583.05
20029.8;1027.56;579.24
20045.9;1029.14;569.13
20062.9;1030.47;570.94
20079.4;1031.33;574.35
20096.3;1031.31;577.05
20112.6;1029.63;580.18
20129.1;1015.06;593.69
20145.6;1014.37;592.61
20162.8;775.39;580.34
20179.3;647.1;573.32
20196.3;556.6;570.39
20212.7;478.79;570.41
20229.4;436.27;568.75
20246;437.38;566.03
20262.8;437.47;567.75
20279.1;438.01;573.78
20296.1;440.89;577.25
20312.6;441.2;577.99
20329.4;436.24;575.94
20345.9;436.82;577.3
20362.9;436.62;570.88
20379.1;440.18;569.45
20396;440.55;569.94
20412.8;443.41;569.05
20429.4;441.51;568.83
20445.7;457.33;573.79
20462.7;507.7;593.36
20478.9;530.22;601.05
20495.9;549.88;606.35
20512.2;560.55;609.66
20529.4;564.38;607.99
20545.7;565.26;606.32
20562.7;564.79;604.33
20579;558.16;603.42
20596.1;556.41;605.17
20612.2;555.86;605.53
20629.4;586.34;611.27
20645.5;702.65;625.5
20662.8;740.5;630.2
20678.8;769.45;632.29
20696.1;800.44;634.64
20712.4;802.94;630.68
20729.2;801.42;628.32
20745.6;800.56;631.64
20762.5;802.89;629.42
20779.1;833.16;631.02
20795.9;906.1;630.69
20812.3;942.77;630.78
20829.3;990.37;629.92
20845.5;1022.97;630.45
20862.6;1126.61;631.64
20878.9;1127.77;632.99
20895.8;1130.01;631.72
20912.2;1133.62;629.69
20929.2;1135.69;629.6
20945.6;1136.59;636.74
20962.4;1137;643.31
20979;1129.68;627.82
20996;1132.02;631.45
21012.3;1131.22;637.66
21029;1129.62;638.2
21045.7;1130.21;636.71
21062.6;1133.54;638.72
21078.8;1133.05;639.76
21095.6;1152.92;641.42
21112;1211.6;640.7
21129.2;1246.27;640.72
21145.2;1270.08;639.96
21162.6;1281.43;639.78
21178.9;1320.61;645.72
21195.9;1318.17;647.61
21211.9;1318.19;641.65
21229.2;1319.94;644.45
21245.3;1319.14;645.07
21262.6;1318.18;647.5
21278.8;1316.37;647.62
21295.5;1314.73;647.44
21311.7;1317.74;645.68
21328.7;1319.46;644.5
21345.5;1319.99;643.53
21362.1;1318.23;641.84
21378.4;1316.67;644.99
21395.5;1317.05;646.6
21411.6;1315.59;647.05
21428.7;1313.91;647.76
21445;1309.83;648.44
21461.9;1303.77;649.14
21478.2;1295.21;644.3
21495.2;1291.65;642.5
21511.6;1282.79;640.52
21528.6;1281.52;643.14
21545.1;1277.01;641.83
21562;1276.73;640.51
21578.5;1277.85;639.7
21595.3;1272.26;637.14
21611.6;1273.27;635.56
21628.6;1274.58;636.1
21645.2;1276.58;639.52
21662;1276.75;640.19
21678.3;1270.74;644.14
21695.3;1158.46;641.89
21711.6;1146.75;642.5
21728.5;1141.21;643.05
21745.1;1131.15;647.2
21761.8;1123.86;649.65
21778;1121.1;649.88
21795;1118.94;647.63
21811.4;1115.04;643.93
21828.4;1152.31;646.98
21845;1204.13;647.73
21861.8;1236.97;647.85
21878.1;1318.69;648.36
21895.1;1356.05;647.93
21911.6;1556.62;647.08
21928.3;1558.1;647.45
21944.9;1560.82;645.4
21962;1565.43;641.95
21978.2;1567.1;642.12
21994.9;1571.41;640.8
22011.6;1589.24;642.21
22028.3;1685.08;649.21
22044.6;1777.93;655.11
22061.6;1796.78;655.99
22077.8;1813.08;656.32
22095;1816.3;655.58
22111.4;1818.63;655.08
22128.1;1820.43;657.79
22144.7;1819.73;656.02
22161.7;1819.96;657.32
22177.8;1820.08;658.17
22195;1820.11;661.75
22211.4;1820.4;663.26
22228.3;1819.42;662.23
22244.8;1819.68;661.78
22261.5;1823.47;663.93
22278;1827.08;661.83
22294.8;1828.87;656.75
22311;1828.27;651.87
22328;1825.37;647.99
22344.3;1824.8;646.43
22361.3;1833.42;644.55
22377.5;2025.16;639.61
22394.7;2049.4;639.05
22411;2066.77;638.34
22428.1;2086.18;638.07
22443.9;2087.05;637.96
22461.2;2087.38;638.39
22477.6;2087.72;643.94
22494.6;2091.22;645.71
22510.8;2091.9;643.03
22527.7;2091.79;643.95
22544.2;2088.77;644.4
