usr;condition;sentence;f/s;duration;amplitude
024;va;1;f;117.0;0
024;va;1;f;166.8;0
024;va;1;f;116.1;0
024;va;1;f;133.2;0
024;va;1;f;83.8;0
024;va;1;f;83.0;0
024;va;1;f;133.8;0
024;va;1;f;99.5;0
024;va;1;f;182.3;0
024;va;1;f;115.5;0
024;va;1;f;166.2;0
024;va;1;f;449.4;0
024;va;1;f;117.0;0
024;va;1;f;83.8;0
024;va;1;f;182.4;0
024;va;1;f;250.3;0
024;va;1;f;133.4;0
024;va;1;f;149.2;0
024;va;1;f;133.3;0
024;va;1;f;199.8;0
024;va;1;f;83.1;0
024;va;1;f;83.5;0
024;va;1;f;315.9;0
024;va;1;f;266.5;0
024;va;1;s;50.8;-0.645
024;va;1;s;66.7;1.699
024;va;1;s;100.0;-2.82
024;va;1;s;66.6;3.035
024;va;1;s;133.4;4.516
024;va;1;s;117.8;2.822
024;va;1;s;66.6;-3.083
024;va;1;s;66.6;4.178
024;va;1;s;66.6;-10.69
024;va;1;s;66.7;-0.147
024;va;1;s;66.6;3.498
024;va;1;s;133.3;3.733
024;va;1;s;50.3;2.438
024;va;1;s;67.1;3.627
024;va;1;s;49.1;0.233
024;va;1;s;99.6;3.823
024;va;1;s;66.7;1.636
024;va;1;s;66.6;1.257
024;va;1;s;66.9;1.537
024;va;1;s;99.8;-3.817
024;va;1;s;67.3;2.276
024;va;1;s;84.0;2.394
024;va;1;s;149.4;-12.873
024;va;1;s;83.3;2.301
024;va;1;s;50.0;3.32
024;va;1;s;50.3;0.344
024;va;2;f;332.8;0
024;va;2;f;99.9;0
024;va;2;f;116.1;0
024;va;2;f;133.3;0
024;va;2;f;99.8;0
024;va;2;f;166.5;0
024;va;2;f;182.8;0
024;va;2;f;299.7;0
024;va;2;f;183.6;0
024;va;2;f;232.9;0
024;va;2;f;99.6;0
024;va;2;f;199.6;0
024;va;2;f;115.8;0
024;va;2;f;82.8;0
024;va;2;f;300.1;0
024;va;2;f;317.0;0
024;va;2;f;216.1;0
024;va;2;f;383.4;0
024;va;2;f;82.6;0
024;va;2;f;248.9;0
024;va;2;s;133.8;-12.052
024;va;2;s;49.7;-0.35
024;va;2;s;49.7;-0.838
024;va;2;s;82.8;3.641
024;va;2;s;66.3;1.372
024;va;2;s;66.8;1.482
024;va;2;s;66.6;3.277
024;va;2;s;50.2;0.653
024;va;2;s;50.4;0.878
024;va;2;s;82.7;2.912
024;va;2;s;51.1;1.98
024;va;2;s;66.8;3.888
024;va;2;s;66.5;2.436
024;va;2;s;49.3;0.421
024;va;2;s;166.6;-12.613
024;va;2;s;50.6;-1.366
024;va;2;s;82.9;2.159
024;va;2;s;50.7;-0.471
024;va;2;s;66.5;1.959
024;va;2;s;66.7;1.206
024;va;2;s;316.8;6.935
024;va;2;s;216.4;-8.503
024;va;2;s;49.4;-0.32
024;va;4;f;233.1;0
024;va;4;f;100.0;0
024;va;4;f;82.3;0
024;va;4;f;117.6;0
024;va;4;f;166.5;0
024;va;4;f;199.5;0
024;va;4;f;133.5;0
024;va;4;f;182.3;0
024;va;4;f;233.1;0
024;va;4;f;99.8;0
024;va;4;f;149.3;0
024;va;4;f;317.4;0
024;va;4;f;99.1;0
024;va;4;f;182.6;0
024;va;4;f;282.5;0
024;va;4;f;315.7;0
024;va;4;s;48.8;3.242
024;va;4;s;49.5;0.412
024;va;4;s;84.2;1.331
024;va;4;s;82.5;2.15
024;va;4;s;82.5;1.693
024;va;4;s;51.2;1.68
024;va;4;s;66.2;3.085
024;va;4;s;50.5;0.861
024;va;4;s;66.6;1.13
024;va;4;s;66.6;-1.4
024;va;4;s;83.8;4.749
024;va;4;s;50.7;1.474
024;va;4;s;50.9;0.751
024;va;4;s;84.1;-11.994
024;va;4;s;50.7;-0.518
024;va;4;s;66.8;-0.94
024;va;4;s;66.6;1.239
024;va;4;s;49.2;1.152
024;va;4;s;66.5;-3.524
024;va;4;s;66.7;2.356
024;va;4;s;233.2;0.607
024;va;4;s;50.0;-0.999
024;va;4;s;66.9;-1.423
024;va;4;s;66.5;-1.566
024;va;4;s;50.8;-0.861
024;va;4;s;117.4;-5.387
024;va;5;f;216.3;0
024;va;5;f;133.2;0
024;va;5;f;84.0;0
024;va;5;f;83.1;0
024;va;5;f;116.8;0
024;va;5;f;199.7;0
024;va;5;f;166.6;0
024;va;5;f;133.5;0
024;va;5;f;233.3;0
024;va;5;f;133.0;0
024;va;5;f;132.4;0
024;va;5;f;216.1;0
024;va;5;f;466.5;0
024;va;5;f;133.1;0
024;va;5;f;183.8;0
024;va;5;f;134.1;0
024;va;5;f;233.5;0
024;va;5;f;266.6;0
024;va;5;s;66.6;0.072
024;va;5;s;66.3;2.148
024;va;5;s;50.8;1.904
024;va;5;s;50.4;0.535
024;va;5;s;49.3;0.787
024;va;5;s;49.8;0.361
024;va;5;s;50.4;1.558
024;va;5;s;66.7;2.632
024;va;5;s;49.3;2.923
024;va;5;s;82.4;2.658
024;va;5;s;116.1;3.431
024;va;5;s;115.9;2.971
024;va;5;s;99.7;-13.411
024;va;5;s;83.8;3.687
024;va;5;s;49.7;0.348
024;va;5;s;50.4;0.588
024;va;5;s;50.7;-1.567
024;va;5;s;82.7;7.136
024;va;5;s;116.3;-8.364
024;va;5;s;66.7;1.001
024;va;6;f;233.4;0
024;va;6;f;182.6;0
024;va;6;f;150.5;0
024;va;6;f;134.3;0
024;va;6;f;150.2;0
024;va;6;f;149.6;0
024;va;6;f;483.6;0
024;va;6;f;182.7;0
024;va;6;f;166.7;0
024;va;6;f;133.6;0
024;va;6;f;184.0;0
024;va;6;f;215.8;0
024;va;6;f;200.1;0
024;va;6;f;250.4;0
024;va;6;f;182.9;0
024;va;6;f;383.4;0
024;va;6;f;266.2;0
024;va;6;f;283.5;0
024;va;6;f;199.9;0
024;va;6;s;50.7;0.854
024;va;6;s;49.4;-1.742
024;va;6;s;82.7;3.016
024;va;6;s;133.0;4.058
024;va;6;s;49.5;0.339
024;va;6;s;66.2;1.737
024;va;6;s;49.6;0.803
024;va;6;s;49.4;-0.72
024;va;6;s;66.6;1.921
024;va;6;s;82.7;1.663
024;va;6;s;133.1;3.42
024;va;6;s;50.5;0.643
024;va;6;s;99.7;3.732
024;va;6;s;66.3;2.145
024;va;6;s;100.2;-13.486
024;va;6;s;49.5;1.669
024;va;6;s;49.5;-0.563
024;va;6;s;49.4;-2.072
024;va;6;s;50.5;1.097
024;va;6;s;49.6;-0.572
024;va;6;s;50.3;0.948
024;va;7;f;349.1;0
024;va;7;f;182.6;0
024;va;7;f;99.8;0
024;va;7;f;100.1;0
024;va;7;f;133.3;0
024;va;7;f;217.1;0
024;va;7;f;115.9;0
024;va;7;f;132.8;0
024;va;7;f;115.6;0
024;va;7;f;82.3;0
024;va;7;f;133.6;0
024;va;7;f;217.2;0
024;va;7;f;132.1;0
024;va;7;f;133.0;0
024;va;7;f;150.7;0
024;va;7;f;182.6;0
024;va;7;f;1199.3;0
024;va;7;f;332.6;0
024;va;7;f;799.7;0
024;va;7;f;266.7;0
024;va;7;s;117.3;-9.832
024;va;7;s;100.1;-3.68
024;va;7;s;66.8;3.231
024;va;7;s;117.1;5.35
024;va;7;s;50.5;1.075
024;va;7;s;83.7;2.75
024;va;7;s;49.6;3.291
024;va;7;s;66.6;1.342
024;va;7;s;66.8;1.724
024;va;7;s;66.8;1.67
024;va;7;s;50.0;1.009
024;va;7;s;167.3;-15.06
024;va;7;s;50.4;2.101
024;va;7;s;49.3;2.791
024;va;7;s;82.3;-1.998
024;va;7;s;50.2;-0.81
024;va;7;s;66.6;1.743
024;va;7;s;49.2;-0.923
024;va;7;s;49.2;-0.484
024;va;7;s;49.1;-1.179
024;va;9;f;184.0;0
024;va;9;f;133.2;0
024;va;9;f;165.6;0
024;va;9;f;150.2;0
024;va;9;f;133.2;0
024;va;9;f;166.2;0
024;va;9;f;215.9;0
024;va;9;f;166.3;0
024;va;9;f;350.5;0
024;va;9;f;166.8;0
024;va;9;f;83.2;0
024;va;9;f;183.6;0
024;va;9;f;115.9;0
024;va;9;f;149.5;0
024;va;9;f;116.1;0
024;va;9;f;117.2;0
024;va;9;s;49.1;1.607
024;va;9;s;99.7;2.464
024;va;9;s;116.1;-4.126
024;va;9;s;116.9;4.043
024;va;9;s;50.1;1.75
024;va;9;s;50.6;0.375
024;va;9;s;99.9;2.222
024;va;9;s;68.1;1.316
024;va;9;s;66.5;3.296
024;va;9;s;50.7;3.205
024;va;9;s;100.0;2.466
024;va;9;s;82.5;3.146
024;va;9;s;49.1;-5.373
024;va;9;s;83.5;-5.569
024;va;9;s;50.2;-1.09
024;va;9;s;133.3;3.449
024;va;9;s;66.6;1.824
024;va;9;s;50.4;0.938
024;va;9;s;49.0;0.642
024;va;10;f;349.4;0
024;va;10;f;100.0;0
024;va;10;f;133.2;0
024;va;10;f;116.9;0
024;va;10;f;100.2;0
024;va;10;f;133.6;0
024;va;10;f;133.3;0
024;va;10;f;233.6;0
024;va;10;f;283.5;0
024;va;10;f;133.5;0
024;va;10;f;133.0;0
024;va;10;f;184.0;0
024;va;10;f;117.3;0
024;va;10;f;315.7;0
024;va;10;f;199.6;0
024;va;10;f;166.7;0
024;va;10;f;233.2;0
024;va;10;f;265.1;0
024;va;10;s;66.5;1.511
024;va;10;s;50.6;-1.28
024;va;10;s;66.4;2.488
024;va;10;s;66.4;1.5
024;va;10;s;133.0;3.537
024;va;10;s;50.4;1.52
024;va;10;s;50.3;0.441
024;va;10;s;99.6;2.669
024;va;10;s;66.9;1.031
024;va;10;s;66.5;1.572
024;va;10;s;66.5;1.981
024;va;10;s;50.6;0.986
024;va;10;s;50.6;0.781
024;va;10;s;83.1;2.922
024;va;10;s;99.8;-12.055
024;va;10;s;50.5;-1.648
024;va;10;s;66.5;2.262
024;va;10;s;49.7;-0.781
024;va;10;s;50.5;-0.454
024;va;11;f;166.6;0
024;va;11;f;199.5;0
024;va;11;f;99.9;0
024;va;11;f;150.5;0
024;va;11;f;116.0;0
024;va;11;f;182.0;0
024;va;11;f;282.5;0
024;va;11;f;98.9;0
024;va;11;f;100.2;0
024;va;11;f;316.4;0
024;va;11;f;283.9;0
024;va;11;f;83.2;0
024;va;11;f;283.5;0
024;va;11;f;83.6;0
024;va;11;f;133.1;0
024;va;11;f;182.1;0
024;va;11;s;82.7;2.293
024;va;11;s;66.7;3.19
024;va;11;s;99.8;3.788
024;va;11;s;49.4;1.036
024;va;11;s;49.6;2.45
024;va;11;s;67.0;2.672
024;va;11;s;50.4;-0.67
024;va;11;s;134.1;2.837
024;va;11;s;99.9;3.711
024;va;11;s;49.0;-5.722
024;va;11;s;100.7;-6.151
024;va;11;s;49.6;1.103
024;va;11;s;49.2;0.632
024;va;11;s;50.1;0.805
024;va;11;s;49.5;-0.875
024;va;11;s;66.5;-1.869
024;va;11;s;66.7;2.334
024;va;11;s;50.2;0.871
024;va;11;s;99.9;3.011
024;va;11;s;266.9;-0.351
024;va;13;f;149.5;0
024;va;13;f;100.2;0
024;va;13;f;192.8;0
024;va;13;f;150.4;0
024;va;13;f;615.6;0
024;va;13;f;266.3;0
024;va;13;f;332.7;0
024;va;13;f;116.2;0
024;va;13;f;150.2;0
024;va;13;f;399.8;0
024;va;13;s;66.6;2.646
024;va;13;s;116.8;2.501
024;va;13;s;83.5;3.508
024;va;13;s;223.2;5.9
024;va;13;s;66.8;2.003
024;va;13;s;115.7;3.477
024;va;13;s;83.8;4.877
024;va;13;s;49.2;0.656
024;va;13;s;100.2;-13.387
024;va;13;s;50.2;-1.009
024;va;13;s;100.2;4.903
024;va;13;s;117.2;-1.502
024;va;14;f;117.0;0
024;va;14;f;99.9;0
024;va;14;f;117.0;0
024;va;14;f;149.5;0
024;va;14;f;149.5;0
024;va;14;f;250.9;0
024;va;14;f;249.5;0
024;va;14;f;166.6;0
024;va;14;f;99.7;0
024;va;14;f;199.6;0
024;va;14;f;84.0;0
024;va;14;f;266.3;0
024;va;14;f;166.6;0
024;va;14;f;116.1;0
024;va;14;f;132.6;0
024;va;14;f;100.2;0
024;va;14;s;117.5;-4.153
024;va;14;s;49.8;2.147
024;va;14;s;67.0;1.021
024;va;14;s;66.6;2.239
024;va;14;s;49.4;0.887
024;va;14;s;66.6;3.659
024;va;14;s;149.8;-6.31
024;va;14;s;65.8;4.151
024;va;14;s;82.7;4.31
024;va;14;s;66.5;1.535
024;va;14;s;66.8;4.34
024;va;14;s;49.3;0.293
024;va;14;s;149.5;-13.603
024;va;14;s;82.7;-2.015
024;va;14;s;50.1;-0.487
024;va;14;s;83.8;4.985
024;va;14;s;49.5;0.547
024;va;14;s;51.0;0.372
024;va;14;s;116.4;2.12
024;va;14;s;49.3;0.549
024;va;15;f;300.1;0
024;va;15;f;233.0;0
024;va;15;f;166.2;0
024;va;15;f;132.8;0
024;va;15;f;183.7;0
024;va;15;f;82.8;0
024;va;15;f;182.7;0
024;va;15;f;548.9;0
024;va;15;f;82.6;0
024;va;15;f;166.8;0
024;va;15;f;99.5;0
024;va;15;f;116.1;0
024;va;15;f;166.1;0
024;va;15;f;150.6;0
024;va;15;f;216.4;0
024;va;15;s;150.6;-13.169
024;va;15;s;66.6;-2.618
024;va;15;s;67.0;2.039
024;va;15;s;66.9;1.385
024;va;15;s;99.9;3.391
024;va;15;s;66.8;1.638
024;va;15;s;49.6;0.404
024;va;15;s;66.7;3.206
024;va;15;s;66.9;4.022
024;va;15;s;50.5;0.795
024;va;15;s;49.1;0.933
024;va;15;s;66.7;1.32
024;va;15;s;50.5;1.116
024;va;15;s;50.2;1.498
024;va;15;s;100.2;-14.562
024;va;15;s;50.6;-0.654
024;va;15;s;66.6;2.546
024;va;15;s;50.8;1.209
